title,digital,status,existing_match,source_tmdbId,source_year,notes,tmdbId,tmdbTitle,tmdbOriginalTitle,tmdbYear,tmdbReleaseDate,tmdbOverview,tmdbPosterPath,tmdbBackdropPath,match_type,confidence,review
Barry Lyndon,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,3175,Barry Lyndon,Barry Lyndon,1975,1975-12-16,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",/znfLskGQnXYB2xcOGM9eInRHPAV.jpg,/ef6SvWbSfCFlKodJZqpIaTvsRRP.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Basic Instinct,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,402,Basic Instinct,Basic Instinct,1992,1992-03-20,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,/7FRraud59N3s10bbf9bfYjvwx3v.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Batman & Mr. Freeze: Sub-Zero,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,15805,Batman & Mr. Freeze: SubZero,Batman & Mr. Freeze: SubZero,1998,1998-02-11,"When Mr. Freeze kidnaps Barbara Gordon, as an involuntary organ donor to save his dying wife, Batman and Robin must find her before the operation can begin.",/kjjz8mVNrwNUa9uz8IMnqS79rxj.jpg,/wngCzx8xEh8qgvQf8JZih1zHjnj.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Batman: Mask of the Phantasm,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,14919,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,1993,1993-12-25,"Andrea Beaumont leaves her father to return to Gotham, rekindling an old romance with Bruce Wayne. At the same time, a mysterious figure begins to hunt down Gotham's criminals, wrongly implicating Batman in the murders. Now on the run from the law, Batman must find and stop the culprit, while also navigating his relationship with Andrea.",/hT4ehUteagUrhUOHAtmYiY7mp5l.jpg,/cMUuAgVsMWOCawXonZ4D1dSMd6h.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Behind Enemy Lines,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,8007,Behind Enemy Lines,Behind Enemy Lines,2001,2001-11-30,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Lt. Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer, Admiral Reigart, decides to risk his career and launch a renegade rescue mission to save his life.",/fZReMWU3zszvaktDUqOoWCzHssZ.jpg,/lEdy2A62qCwJPffMLVyByRxUpfd.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Being John Malkovich,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,492,Being John Malkovich,Being John Malkovich,1999,1999-10-29,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",/31FGQu3OnwdmS4COquENe0vMZc0.jpg,/1Nyjb7aeRKynWgmOl8he5ZcvWLm.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Big Hero 6,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,177572,Big Hero 6,Big Hero 6,2014,2014-10-24,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,/4s2d3xdyqotiVNHTlTlJjrr3q0H.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Big Trouble In Little China,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,6978,Big Trouble in Little China,Big Trouble in Little China,1986,1986-05-30,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",/gI2Qs1yTTj3NcESJyttCkbmJ4k9.jpg,/mAxA5ltgqNXLXlm7PO5XrWSo9U1.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Bill & Ted Face the Music,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,501979,Bill & Ted Face the Music,Bill & Ted Face the Music,2020,2020-08-27,"Yet to fulfill their rock and roll destiny, the stakes are higher than ever for the now middle-aged Bill and Ted who set out on a new adventure when a visitor from the future warns them that only their song can save life as we know it.",/4V2nTPfeB59TcqJcUfQ9ziTi7VN.jpg,/ceVaixg5VUfx8j0N81FT0hRayRm.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Bill and Ted's Bogus Journey,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1649,Bill & Ted's Bogus Journey,Bill & Ted's Bogus Journey,1991,1991-07-19,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",/tldtDfLnPFOtTWp758EmIP2Hbz5.jpg,/4PMSgLOzPFgyzARQBhhX4vS9oOW.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Bill and Ted's Excellent Adventure,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1648,Bill & Ted's Excellent Adventure,Bill & Ted's Excellent Adventure,1989,1989-02-17,"Two rock-'n-rolling teens, on the verge of failing their class, set out on a quest to make the ultimate school history report after being presented with a time machine.",/tV25lGWGWGEqUe3U0xjQTBgilSx.jpg,/aMASmAmkn7NT0nEq8PBZEgwBfGN.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Birds Of Prey And The Fantabulous Emancipation Of One Harley Quinn,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,2020-02-05,"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,/uozb2VeD87YmhoUP1RrGWfzuCrr.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Blade Runner 2049,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,335984,Blade Runner 2049,Blade Runner 2049,2017,2017-10-04,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,/gNdLJU9TxrpGx4dkZidjys3fyy0.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Boogie Nights,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,4995,Boogie Nights,Boogie Nights,1997,1997-10-07,"In 1977, an idealistic porn producer and his promising protege try to catch up with the end of an era before their never-ending party collides with cold, hard reality.",/2hVSN9yOfoI8EUTqcVW6zCIyQ1G.jpg,/ArpTzQZHWh4UVsgUvV6S7WjTq1n.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Carrie (1976),Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,,,,,,,,,NO_RESULT,REVIEW,No TMDB result found.
Catch Me if You Can,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,640,Catch Me If You Can,Catch Me If You Can,2002,2002-12-16,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,/sfW8gtA6Bz2F4zK1FoCKbMqTF8Z.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Chicago,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1574,Chicago,Chicago,2002,2002-12-10,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,/3ED8cWCXY9zkx77Sd0N5qMbsdDP.jpg,/euxYhuuJjChU755u2YHj0ZPjww3.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Christmas in Connecticut,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,13669,Christmas in Connecticut,Christmas in Connecticut,1945,1945-07-27,"While recovering in a hospital, war hero Jefferson Jones grows familiar with the ""Diary of a Housewife"" column written by Elizabeth Lane. Jeff's nurse arranges with Elizabeth's publisher, Alexander Yardley, for Jeff to spend the holiday at Elizabeth's bucolic Connecticut farm with her husband and child. But the column is a sham, so Elizabeth and her editor, Dudley Beecham, in fear of losing their jobs, hasten to set up the single, childless and entirely  nondomestic Elizabeth on a country farm.",/oH1hM9wOZZflPZ5smKqWXvLXcyX.jpg,/2TBfuHBQtPjWf3DxJ4Lj8S6xbDJ.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Clerks III,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,635891,Clerks III,Clerks III,2022,2022-09-04,"After narrowly surviving a massive heart attack, Randal enlists his old friend Dante to help him make a movie immortalizing their youthful days at the little convenience store that started it all.",/apzIqZIQLc8fNx5nbbcSSfPFtax.jpg,/1IGi6NEwuJAHU29RQfF2WrpxWZL.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Clue,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,15196,Clue,Clue,1985,1985-12-13,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",/aRxbYOYHS8T73nzR8hsLousoplR.jpg,/rsclb1vtH6IkxmVBuCC37biEBT.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Cold Pursuit,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,438650,Cold Pursuit,Cold Pursuit,2019,2019-02-07,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",/5RILVnOchQyL1LbcVzmabipdJfc.jpg,/aiM3XxYE2JvW1vJ4AC6cI1RjAoT.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Conan The Barbarian,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9387,Conan the Barbarian,Conan the Barbarian,1982,1982-03-16,"A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",/qw2A587Ee61IwcSOLNFRhuOACZZ.jpg,/fNp2ikvY8WZTyVbK1iXW84RLbO5.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Cowboys & Aliens,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,49849,Cowboys & Aliens,Cowboys & Aliens,2011,2011-07-29,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg,/sGXCYMzr1sCnGNVuRpB2TOWPWDA.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
"Crazy, Stupid, Love",Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,50646,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,2011-07-29,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",/p4RafgAPk558muOjnBMHhMArjS2.jpg,/vyrCniZsrXZAW08eECKIp1BMLPh.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Daylight,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,11228,Daylight,Daylight,1996,1996-12-06,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,/bRWNxtm3q0QvIIM52uQqRIEvpl2.jpg,/uK4mks9XqF0LGinouk7BQvqZiR1.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Dear Santa,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1097870,Dear Santa,Dear Santa,2024,2024-11-24,"Likeable 6th grader Liam writes to Santa asking him to prove that he's real. But Liam is dyslexic and accidentally sends his letter to Satan instead, who shows up at Liam's house, excited to have his first fanboy letter and wanting a little of Liam's soul.",/fRbDHbGBXg6kwQYr3CRYeKPJW5q.jpg,/yYQDu8yX2zZaCa1hUWD24jq3JRu.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Death Becomes Her,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9374,Death Becomes Her,Death Becomes Her,1992,1992-07-30,"Madeline is married to Ernest, who was once her arch-rival Helen's fiancé. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",/kkWxyyyWFK5KNk9WVwQuGEC9H9H.jpg,/vDFhaKEMKPIUePtQH2nOwSHfgPy.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Death Race 2,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,51620,Death Race 2,Death Race 2,2010,2010-11-12,"In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.",/80mBFNVvak2bA9TJN1MD0yM7Lfi.jpg,/3hnTZNtn17IGQlgZSvOC8v0hW2b.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Divergent,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,157350,Divergent,Divergent,2014,2014-03-14,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,/bgkFOoXEQMRjKkCvgoj7smdGbuh.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Dogma,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1832,Dogma,Dogma,1999,1999-10-04,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loophole and re-enter Heaven.,/oxhHl2YokTqcP44QK5tiTgjgLgk.jpg,/nljRWpjfmqh5qYxcblFoazU5eYY.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Dr. Seuss' The Lorax,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,73723,The Lorax,The Lorax,2012,2012-03-01,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,/71FjlP0qZPc1iymcHf8u5vXfH50.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Dungeons & Dragons: Honor Among Thieves,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,493529,Dungeons & Dragons: Honor Among Thieves,Dungeons & Dragons: Honor Among Thieves,2023,2023-03-23,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg,/AdBXP8e6K3FYdDrMx3Wr6WZqCYF.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Easy A,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,37735,Easy A,Easy A,2010,2010-09-16,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",/v5f1qO6NJnxWgONgkYg21TW39DT.jpg,/30rvmoEBqovm723agDJ3QddWXcY.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Eraser,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9268,Eraser,Eraser,1996,1996-06-21,"John ""The Eraser"" Kruger is the top gun in the US Marshall Witness Protection Program; he protects witnesses by erasing their pasts. His latest assignment is whistle-blower Dr. Lee Cullen, who has evidence that her employer, a major arms corporation, is entangled in a conspiracy involving a high-tech railgun, but there is danger lurking closer to home for Kruger, from within his own department.",/uu2gBpFElDfxTI6BI9bT4pZ4kvw.jpg,/8n6ZCFJWwK7UiX7NYuIEvHLRPYG.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Escape Plan,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,107846,Escape Plan,Escape Plan,2013,2013-10-09,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",/qOZPLflxDqKogu9v9hYw3lolxGs.jpg,/ix9WYBqQ2xSZCgyeQ1vVdrbaFa4.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Eyes Wide Shut,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,345,Eyes Wide Shut,Eyes Wide Shut,1999,1999-07-16,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,/aC6wW62V6b0csr5iUnbOjYAqfhg.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
F9 The Fast Saga,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,385128,F9,F9,2021,2021-05-19,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,/deEmLILTPejEb6OGsXRJ5MCvyDW.jpg,/xXHZeb1yhJvnSHPzZDqee0zfMb6.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
F9 The Fast Saga: The Director's Cut,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,385128,F9,F9,2021,2021-05-19,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,/deEmLILTPejEb6OGsXRJ5MCvyDW.jpg,/xXHZeb1yhJvnSHPzZDqee0zfMb6.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Family Plot,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,5854,Family Plot,Family Plot,1976,1976-04-09,Spiritualist Blanche Tyler and her cab-driving boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.,/oQ9QbyBuIM2uYaheSKjs2x1xIQV.jpg,/gc3eJlBJQfYHRkCko3BBZEtcbPd.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Fantastic Beasts and Where to Find Them,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,259316,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,2016-11-16,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg,/8Qsr8pvDL3s1jNZQ4HK1d1Xlvnh.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Fantastic Beasts: The Crimes Of Grindelwald,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,338952,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,2018-11-14,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,/i3rRY0EKYhSpyOLRAQ7iB05zhAp.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Fast & Furious,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,384018,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,2019-07-31,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Fast & Furious Presents: Hobbs & Shaw,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,384018,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,2019-07-31,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Fast Five,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,51497,Fast Five,Fast Five,2011,2011-04-20,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",/gEfQjjQwY7fh5bI4GlG0RrBu7Pz.jpg,/c1Q8jLoaruQ9m5lCrVlXOaJJtu7.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Fast X,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,385687,Fast X,Fast X,2023,2023-05-17,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Father Goose,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,30295,Father Goose,Father Goose,1964,1964-12-10,"During World War II, South Sea beachcomber Walter Eckland is persuaded to spy on planes passing over his island. He gets more than he bargained for as schoolteacher Catherine Frenau arrives on the run from the Japanese with her pupils in tow!",/Tp4vSQef0qsI78M90SsZZLJzPE.jpg,/qxfuWn03LIk8FFT85gIoFQmPB3.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Final Destination 3,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9286,Final Destination 3,Final Destination 3,2006,2006-02-09,"High school senior Wendy's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself — which seeks out those who escaped their fate.",/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,/nSV1NIAK0Sp5dM1oiobtqbJ8Jrv.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
